Order Number,Sales Date,Sales Channel,Currency,Salesteamindex,Storeindex,Productindex,Order qty,unit price,unit cost,profit
SO4730,"Monday, March 30, 2020",Distributor,USD,20,302,26,8,617.54,441.10,176.44
SO4731,"Sunday, January 5, 2020",Online,USD,14,216,44,2,537.02,383.59,153.43
SO4732,"Thursday, May 7, 2020",Distributor,USD,11,145,41,9,292.10,208.64,83.46
SO4733,"Friday, April 24, 2020",Online,USD,3,132,23,4,325.73,232.66,93.06
SO4734,"Tuesday, May 19, 2020",In-Store,USD,23,87,17,5,292.94,209.25,83.70
SO4735,"Wednesday, May 13, 2020",Online,USD,6,178,38,4,280.93,200.67,80.27
SO4736,"Wednesday, January 8, 2020",Distributor,USD,14,197,29,3,366.23,261.59,104.64
SO4737,"Wednesday, January 8, 2020",Online,USD,2,253,18,6,306.99,219.28,87.71
SO4738,"Monday, March 9, 2020",Online,USD,5,90,20,5,364.43,260.31,104.12
SO4739,"Sunday, February 2, 2020",In-Store,USD,22,261,25,10,646.86,462.04,184.82
SO4740,"Friday, March 13, 2020",In-Store,USD,5,128,47,2,157.54,112.53,45.01
SO4741,"Saturday, April 18, 2020",Distributor,USD,24,7,45,6,394.98,282.13,112.85
SO4742,"Friday, May 8, 2020",Distributor,USD,7,72,44,8,336.89,240.64,96.26
SO4743,"Friday, January 24, 2020",Wholesale,USD,23,105,26,9,646.42,461.73,184.69
SO4744,"Wednesday, March 25, 2020",Online,USD,13,217,19,5,533.29,380.92,152.37
SO4745,"Saturday, January 4, 2020",Online,USD,26,238,23,9,273.79,195.56,78.22
SO4746,"Tuesday, March 24, 2020",Wholesale,USD,14,186,14,7,312.62,223.30,89.32
SO4747,"Friday, February 28, 2020",In-Store,USD,3,10,37,1,505.05,360.75,144.30
SO4748,"Friday, January 10, 2020",Wholesale,USD,26,228,47,2,222.15,158.68,63.47
SO4749,"Wednesday, January 29, 2020",Distributor,USD,2,21,5,1,532.13,380.10,152.04
SO4750,"Friday, February 7, 2020",Online,USD,19,17,23,4,184.99,132.14,52.86
SO4751,"Sunday, May 24, 2020",In-Store,USD,8,138,17,4,573.96,409.97,163.99
SO4752,"Wednesday, April 8, 2020",Distributor,USD,7,338,8,6,581.62,415.44,166.18
SO4753,"Sunday, May 3, 2020",Online,USD,1,130,9,9,385.41,275.29,110.12
SO4754,"Monday, March 9, 2020",Online,USD,17,289,33,2,460.41,328.87,131.55
SO4755,"Monday, February 24, 2020",In-Store,USD,7,177,34,7,367.22,262.30,104.92
SO4756,"Friday, April 3, 2020",Wholesale,USD,17,318,16,1,470.52,336.09,134.43
SO4757,"Sunday, March 29, 2020",Online,USD,13,366,2,5,532.91,380.65,152.26
SO4758,"Wednesday, March 4, 2020",In-Store,USD,23,254,11,8,199.54,142.53,57.01
SO4759,"Sunday, May 17, 2020",Online,USD,6,192,1,9,229.18,163.70,65.48
SO4760,"Sunday, May 17, 2020",In-Store,USD,6,266,45,5,264.88,189.20,75.68
SO4761,"Sunday, February 2, 2020",In-Store,USD,17,265,44,7,629.38,449.56,179.82
SO4762,"Thursday, February 13, 2020",Wholesale,USD,26,313,31,2,594.73,424.81,169.92
SO4763,"Wednesday, February 5, 2020",In-Store,USD,10,106,29,1,622.09,444.35,177.74
SO4764,"Wednesday, February 26, 2020",Distributor,USD,5,347,34,6,487.99,348.57,139.43
SO4765,"Tuesday, April 14, 2020",Online,USD,15,281,11,9,388.75,277.68,111.07
SO4766,"Wednesday, March 11, 2020",Wholesale,USD,2,322,10,4,155.72,111.23,44.49
SO4767,"Tuesday, January 28, 2020",Wholesale,USD,22,3,44,8,537.01,383.58,153.43
SO4768,"Thursday, February 20, 2020",Online,USD,6,239,9,4,565.75,404.10,161.64
SO4769,"Thursday, April 9, 2020",Distributor,USD,19,111,41,8,312.18,222.99,89.19
SO4770,"Tuesday, February 11, 2020",Online,USD,3,198,18,4,541.63,386.88,154.75
SO4771,"Saturday, May 9, 2020",In-Store,USD,12,156,24,4,538.95,384.96,153.98
SO4772,"Tuesday, February 11, 2020",In-Store,USD,10,154,23,6,212.20,151.57,60.63
SO4773,"Wednesday, January 29, 2020",Online,USD,14,62,2,1,537.30,383.79,153.51
SO4774,"Tuesday, May 5, 2020",Distributor,USD,3,244,39,9,494.11,352.94,141.18
SO4775,"Sunday, May 24, 2020",Distributor,USD,10,49,19,4,426.23,304.45,121.78
SO4776,"Tuesday, May 19, 2020",Online,USD,1,110,15,7,439.40,313.86,125.54
SO4777,"Thursday, April 16, 2020",In-Store,USD,12,291,11,1,313.74,224.10,89.64
SO4778,"Friday, January 31, 2020",Wholesale,USD,3,100,26,7,416.84,297.74,119.10
SO4779,"Friday, February 21, 2020",Wholesale,USD,15,51,33,10,522.17,372.98,149.19
SO4780,"Tuesday, March 10, 2020",Wholesale,USD,4,22,12,8,183.51,131.08,52.43
SO4781,"Sunday, January 26, 2020",Wholesale,USD,1,151,12,5,609.90,435.64,174.26
SO4782,"Wednesday, April 29, 2020",Online,USD,15,351,12,8,567.18,405.13,162.05
SO4783,"Sunday, May 17, 2020",Online,USD,16,261,17,7,586.94,419.24,167.70
SO4784,"Wednesday, January 15, 2020",Wholesale,USD,23,266,10,9,571.06,407.90,163.16
SO4785,"Friday, March 27, 2020",In-Store,USD,15,192,43,2,331.95,237.10,94.84
SO4786,"Sunday, May 24, 2020",In-Store,USD,4,199,47,3,375.19,267.99,107.20
SO4787,"Sunday, March 29, 2020",Online,USD,20,161,13,10,357.71,255.50,102.20
SO4788,"Monday, April 27, 2020",In-Store,USD,5,122,12,10,292.59,208.99,83.60
SO4789,"Monday, March 30, 2020",Distributor,USD,16,215,25,3,183.10,130.78,52.31
SO4790,"Wednesday, May 20, 2020",Online,USD,10,355,3,9,392.78,280.56,112.22
SO4791,"Thursday, April 23, 2020",Distributor,USD,9,211,31,8,214.05,152.89,61.16
SO4792,"Thursday, February 6, 2020",In-Store,USD,26,345,31,7,620.44,443.17,177.27
SO4793,"Tuesday, March 31, 2020",Online,USD,26,357,46,4,636.13,454.38,181.75
SO4794,"Tuesday, May 26, 2020",Distributor,USD,26,156,5,8,360.19,257.28,102.91
SO4795,"Tuesday, April 21, 2020",Distributor,USD,6,221,27,8,465.58,332.56,133.02
SO4796,"Monday, February 10, 2020",Distributor,USD,9,333,1,7,531.85,379.89,151.96
SO4797,"Sunday, May 3, 2020",Online,USD,4,64,42,2,532.14,380.10,152.04
SO4798,"Tuesday, April 14, 2020",Wholesale,USD,6,276,28,10,403.67,288.34,115.33
SO4799,"Thursday, April 16, 2020",Distributor,USD,21,25,35,10,263.83,188.45,75.38
SO4800,"Wednesday, January 29, 2020",Online,USD,26,147,44,2,474.28,338.77,135.51
SO4801,"Wednesday, April 29, 2020",Online,USD,8,93,4,2,313.58,223.98,89.59
SO4802,"Sunday, April 26, 2020",In-Store,USD,13,28,17,1,354.46,253.19,101.27
SO4803,"Friday, April 17, 2020",Online,USD,24,244,32,6,647.41,462.43,184.97
SO4804,"Monday, April 13, 2020",Distributor,USD,5,60,33,9,243.98,174.27,69.71
SO4805,"Monday, January 13, 2020",Distributor,USD,12,201,13,6,372.49,266.06,106.42
SO4806,"Sunday, May 3, 2020",In-Store,USD,6,254,26,1,194.98,139.27,55.71
SO4807,"Thursday, January 2, 2020",Distributor,USD,8,203,47,8,197.36,140.97,56.39
SO4808,"Wednesday, April 22, 2020",Distributor,USD,14,193,15,4,496.82,354.87,141.95
SO4809,"Sunday, February 9, 2020",Distributor,USD,5,229,2,9,526.04,375.74,150.30
SO4810,"Friday, March 13, 2020",Distributor,USD,2,82,36,5,630.28,450.20,180.08
SO4811,"Monday, April 13, 2020",In-Store,USD,2,346,46,9,336.86,240.61,96.25
SO4812,"Thursday, May 28, 2020",In-Store,USD,12,249,34,6,376.41,268.86,107.55
SO4813,"Tuesday, January 7, 2020",Online,USD,21,175,1,4,619.29,442.35,176.94
SO4814,"Thursday, May 14, 2020",Distributor,USD,7,365,21,9,277.74,198.39,79.35
SO4815,"Tuesday, March 3, 2020",In-Store,USD,17,334,18,3,235.05,167.89,67.16
SO4816,"Monday, January 20, 2020",In-Store,USD,16,67,20,9,277.35,198.11,79.24
SO4817,"Friday, May 1, 2020",In-Store,USD,25,360,16,5,251.21,179.43,71.77
SO4818,"Monday, February 10, 2020",In-Store,USD,6,249,22,4,497.05,355.04,142.01
SO4819,"Wednesday, April 1, 2020",Online,USD,19,184,28,7,353.21,252.29,100.92
SO4820,"Sunday, May 3, 2020",In-Store,USD,17,270,7,9,224.87,160.62,64.25
SO4821,"Monday, February 3, 2020",Wholesale,USD,6,223,17,4,629.92,449.94,179.98
SO4822,"Tuesday, May 5, 2020",Wholesale,USD,14,70,6,6,325.37,232.41,92.96
SO4823,"Monday, April 13, 2020",Wholesale,USD,18,11,41,4,605.13,432.24,172.90
SO4824,"Tuesday, March 24, 2020",Distributor,USD,7,70,43,10,383.63,274.02,109.61
SO4825,"Sunday, February 16, 2020",Distributor,USD,3,133,27,1,541.23,386.59,154.64
SO4826,"Sunday, May 17, 2020",Distributor,USD,1,303,8,8,555.83,397.02,158.81
SO4827,"Wednesday, April 15, 2020",Distributor,USD,4,250,45,6,646.79,461.99,184.80
SO4828,"Monday, January 6, 2020",Distributor,USD,11,300,14,9,188.83,134.88,53.95
SO4829,"Sunday, March 22, 2020",In-Store,USD,5,365,41,7,458.42,327.44,130.98
SO4830,"Tuesday, February 25, 2020",In-Store,USD,3,238,13,3,426.19,304.42,121.77
SO4831,"Friday, January 17, 2020",In-Store,USD,21,118,42,7,291.18,207.99,83.20
SO4832,"Thursday, April 9, 2020",Online,USD,25,302,42,7,608.48,434.63,173.85
SO4833,"Saturday, February 22, 2020",Wholesale,USD,19,164,45,7,264.21,188.72,75.49
SO4834,"Tuesday, February 4, 2020",In-Store,USD,16,49,30,9,444.82,317.73,127.09
SO4835,"Wednesday, May 20, 2020",Distributor,USD,11,216,9,9,549.52,392.52,157.01
SO4836,"Tuesday, February 4, 2020",Online,USD,4,41,7,3,519.04,370.74,148.30
SO4837,"Saturday, May 2, 2020",Distributor,USD,4,208,3,5,605.07,432.20,172.88
SO4838,"Friday, March 27, 2020",Online,USD,10,22,42,2,331.90,237.07,94.83
SO4839,"Friday, May 29, 2020",In-Store,USD,7,77,46,8,288.59,206.14,82.45
SO4840,"Wednesday, January 8, 2020",Wholesale,USD,2,113,17,8,220.20,157.29,62.92
SO4841,"Wednesday, April 1, 2020",In-Store,USD,3,18,41,10,362.71,259.08,103.63
SO4842,"Thursday, April 9, 2020",Distributor,USD,19,236,11,3,592.85,423.46,169.39
SO4843,"Tuesday, March 24, 2020",Online,USD,20,216,35,9,528.40,377.43,150.97
SO4844,"Wednesday, January 22, 2020",In-Store,USD,12,4,44,2,566.01,404.29,161.72
SO4845,"Monday, February 3, 2020",In-Store,USD,20,239,38,2,262.84,187.74,75.10
SO4846,"Thursday, February 20, 2020",In-Store,USD,15,345,38,5,209.08,149.34,59.74
SO4847,"Monday, January 20, 2020",Wholesale,USD,1,232,5,6,348.08,248.63,99.45
SO4848,"Tuesday, April 28, 2020",Distributor,USD,13,119,40,6,217.13,155.10,62.04
SO4849,"Tuesday, March 3, 2020",In-Store,USD,4,233,18,8,597.22,426.59,170.64
SO4850,"Monday, April 13, 2020",In-Store,USD,5,175,18,7,465.89,332.78,133.11
SO4851,"Friday, March 27, 2020",In-Store,USD,8,301,39,10,432.01,308.58,123.43
SO4852,"Saturday, February 8, 2020",Wholesale,USD,14,224,25,4,533.51,381.08,152.43
SO4853,"Wednesday, May 13, 2020",Wholesale,USD,20,173,44,1,573.90,409.93,163.97
SO4854,"Friday, May 15, 2020",In-Store,USD,4,53,9,6,388.72,277.66,111.06
SO4855,"Tuesday, February 25, 2020",Distributor,USD,26,201,14,4,228.20,163.00,65.20
SO4856,"Monday, May 11, 2020",Online,USD,2,187,37,4,572.11,408.65,163.46
SO4857,"Saturday, February 8, 2020",Distributor,USD,22,294,29,7,297.72,212.66,85.06
SO4858,"Saturday, February 29, 2020",Distributor,USD,10,123,5,5,320.56,228.97,91.59
SO4859,"Sunday, February 9, 2020",Distributor,USD,10,252,43,7,241.99,172.85,69.14
SO4860,"Tuesday, February 4, 2020",In-Store,USD,25,75,4,6,226.08,161.49,64.60
SO4861,"Monday, February 10, 2020",In-Store,USD,5,231,26,9,371.12,265.09,106.04
SO4862,"Wednesday, February 12, 2020",Online,USD,14,126,1,9,614.70,439.07,175.63
SO4863,"Wednesday, January 8, 2020",In-Store,USD,13,156,3,6,446.84,319.17,127.67
SO4864,"Saturday, April 25, 2020",Distributor,USD,1,347,3,9,483.01,345.01,138.00
SO4865,"Thursday, February 6, 2020",Online,USD,23,289,18,1,618.12,441.51,176.61
SO4866,"Wednesday, May 20, 2020",Wholesale,USD,20,365,23,10,452.62,323.30,129.32
SO4867,"Sunday, April 12, 2020",Distributor,USD,2,127,9,3,323.57,231.12,92.45
SO4868,"Monday, March 9, 2020",Distributor,USD,22,292,17,6,301.54,215.39,86.15
SO4869,"Friday, April 24, 2020",In-Store,USD,24,230,37,3,436.59,311.85,124.74
SO4870,"Thursday, May 14, 2020",Distributor,USD,11,200,30,10,294.27,210.19,84.08
SO4871,"Monday, March 23, 2020",Online,USD,26,276,47,9,527.70,376.93,150.77
SO4872,"Wednesday, May 13, 2020",Wholesale,USD,17,246,26,8,627.20,448.00,179.20
SO4873,"Sunday, April 5, 2020",In-Store,USD,4,358,29,5,277.78,198.42,79.37
SO4874,"Saturday, January 4, 2020",In-Store,USD,9,298,10,4,445.46,318.19,127.27
SO4875,"Friday, January 17, 2020",Distributor,USD,20,88,8,3,173.08,123.63,49.45
SO4876,"Sunday, March 15, 2020",In-Store,USD,17,216,20,2,517.46,369.61,147.84
SO4877,"Thursday, January 16, 2020",Distributor,USD,9,128,1,3,245.08,175.06,70.02
SO4878,"Monday, May 18, 2020",In-Store,USD,7,213,7,3,251.60,179.71,71.89
SO4879,"Friday, April 17, 2020",In-Store,USD,12,195,7,5,252.81,180.58,72.23
SO4880,"Tuesday, January 14, 2020",Online,USD,15,67,25,2,406.07,290.05,116.02
SO4881,"Monday, February 17, 2020",Wholesale,USD,26,143,43,10,321.03,229.31,91.72
SO4882,"Saturday, March 14, 2020",Wholesale,USD,8,82,1,5,422.62,301.87,120.75
SO4883,"Monday, April 6, 2020",Wholesale,USD,16,205,7,10,171.38,122.42,48.97
SO4884,"Monday, April 6, 2020",In-Store,USD,11,178,45,9,482.66,344.76,137.90
SO4885,"Thursday, May 28, 2020",Distributor,USD,18,213,31,8,218.58,156.13,62.45
SO4886,"Saturday, May 16, 2020",In-Store,USD,26,223,3,6,473.22,338.02,135.21
SO4887,"Tuesday, March 10, 2020",Distributor,USD,21,287,27,4,414.04,295.74,118.30
SO4888,"Monday, February 3, 2020",Wholesale,USD,11,340,13,10,199.54,142.53,57.01
SO4889,"Friday, February 21, 2020",Online,USD,3,70,1,10,359.63,256.88,102.75
SO4890,"Friday, April 17, 2020",Distributor,USD,9,86,10,1,296.28,211.63,84.65
SO4891,"Wednesday, April 1, 2020",Wholesale,USD,26,283,28,2,331.46,236.75,94.70
SO4892,"Tuesday, February 25, 2020",Online,USD,12,221,42,4,408.77,291.98,116.79
SO4893,"Monday, March 2, 2020",Online,USD,13,179,18,1,473.78,338.41,135.37
SO4894,"Sunday, February 2, 2020",Online,USD,7,228,30,6,358.59,256.13,102.45
SO4895,"Wednesday, January 29, 2020",Wholesale,USD,14,13,42,3,558.59,398.99,159.60
SO4896,"Saturday, March 21, 2020",Wholesale,USD,9,293,24,10,614.52,438.94,175.58
SO4897,"Thursday, February 27, 2020",Wholesale,USD,19,67,12,3,326.33,233.09,93.24
SO4898,"Thursday, January 23, 2020",In-Store,USD,5,346,11,8,518.76,370.54,148.22
SO4899,"Thursday, January 16, 2020",Distributor,USD,2,37,39,10,548.84,392.03,156.81
SO4900,"Tuesday, May 12, 2020",In-Store,USD,20,274,41,2,358.64,256.17,102.47
SO4901,"Friday, February 21, 2020",Online,USD,7,50,40,4,571.57,408.26,163.31
SO4902,"Sunday, March 22, 2020",In-Store,USD,1,342,26,2,473.51,338.22,135.29
SO4903,"Wednesday, February 19, 2020",Online,USD,3,309,34,9,241.46,172.47,68.99
SO4904,"Sunday, February 9, 2020",In-Store,USD,8,239,41,5,230.47,164.62,65.85
SO4905,"Friday, February 7, 2020",In-Store,USD,4,113,8,1,224.29,160.21,64.08
SO4906,"Saturday, May 9, 2020",In-Store,USD,6,5,1,1,329.02,235.01,94.01
SO4907,"Wednesday, March 18, 2020",In-Store,USD,8,17,20,1,351.16,250.83,100.33
SO4908,"Tuesday, March 24, 2020",Wholesale,USD,15,344,34,9,496.92,354.94,141.98
SO4909,"Thursday, January 16, 2020",Distributor,USD,25,357,3,2,268.54,191.81,76.73
SO4910,"Sunday, March 1, 2020",In-Store,USD,5,253,11,1,295.71,211.22,84.49
SO4911,"Sunday, May 3, 2020",Wholesale,USD,14,97,8,4,278.02,198.59,79.43
SO4912,"Monday, January 13, 2020",In-Store,USD,22,290,23,5,358.82,256.30,102.52
SO4913,"Tuesday, March 3, 2020",Distributor,USD,13,56,41,1,377.65,269.75,107.90
SO4914,"Sunday, May 24, 2020",Distributor,USD,23,71,31,1,508.15,362.97,145.19
SO4915,"Tuesday, May 26, 2020",Distributor,USD,23,319,32,10,150.62,107.58,43.03
SO4916,"Saturday, March 14, 2020",In-Store,USD,20,328,44,10,338.49,241.78,96.71
SO4917,"Sunday, May 17, 2020",Online,USD,8,125,44,10,268.49,191.78,76.71
SO4918,"Tuesday, April 7, 2020",Online,USD,22,134,23,5,469.30,335.21,134.08
SO4919,"Thursday, April 2, 2020",Distributor,USD,22,143,19,1,489.43,349.59,139.84
SO4920,"Monday, April 6, 2020",Distributor,USD,10,174,21,8,283.56,202.54,81.02
SO4921,"Thursday, March 12, 2020",Wholesale,USD,22,162,32,10,179.00,127.85,51.14
SO4922,"Monday, January 20, 2020",Wholesale,USD,5,296,37,9,623.90,445.65,178.26
SO4923,"Monday, May 11, 2020",Online,USD,6,33,9,2,492.48,351.77,140.71
SO4924,"Thursday, May 28, 2020",In-Store,USD,12,198,14,8,502.04,358.60,143.44
SO4925,"Tuesday, February 25, 2020",Distributor,USD,13,358,35,7,468.92,334.95,133.98
SO4926,"Saturday, May 23, 2020",Distributor,USD,1,95,43,3,550.27,393.05,157.22
SO4927,"Monday, January 27, 2020",Online,USD,15,296,2,5,454.20,324.43,129.77
SO4928,"Wednesday, January 1, 2020",Online,USD,23,152,11,9,517.67,369.77,147.91
SO4929,"Friday, April 10, 2020",Wholesale,USD,2,198,24,4,343.87,245.62,98.25
SO4930,"Monday, January 27, 2020",Online,USD,6,94,5,6,283.16,202.25,80.90
SO4931,"Wednesday, February 26, 2020",Distributor,USD,16,2,14,1,301.61,215.44,86.17
SO4932,"Monday, January 6, 2020",In-Store,USD,12,182,10,7,455.49,325.35,130.14
SO4933,"Wednesday, May 27, 2020",Wholesale,USD,15,184,33,1,211.54,151.10,60.44
SO4934,"Monday, February 17, 2020",Online,USD,2,1,21,7,259.01,185.01,74.00
SO4935,"Wednesday, January 1, 2020",In-Store,USD,7,48,38,5,259.67,185.48,74.19
SO4936,"Tuesday, February 4, 2020",In-Store,USD,2,101,18,9,548.66,391.90,156.76
SO4937,"Wednesday, February 26, 2020",Online,USD,2,350,20,9,155.26,110.90,44.36
SO4938,"Saturday, March 7, 2020",In-Store,USD,17,193,43,6,384.43,274.59,109.84
SO4939,"Tuesday, May 19, 2020",Wholesale,USD,13,63,30,6,639.94,457.10,182.84
SO4940,"Saturday, May 9, 2020",Wholesale,USD,21,218,16,1,269.54,192.53,77.01
SO4941,"Saturday, April 4, 2020",Wholesale,USD,26,340,17,2,536.75,383.39,153.36
SO4942,"Saturday, March 28, 2020",Online,USD,2,20,41,8,231.82,165.58,66.23
SO4943,"Wednesday, January 15, 2020",Wholesale,USD,25,180,40,2,251.49,179.64,71.85
SO4944,"Thursday, April 30, 2020",Wholesale,USD,10,64,36,7,592.04,422.88,169.15
SO4945,"Friday, April 3, 2020",Wholesale,USD,12,305,7,8,219.12,156.51,62.61
SO4946,"Monday, February 24, 2020",Online,USD,5,246,28,8,362.39,258.85,103.54
SO4947,"Saturday, April 18, 2020",Wholesale,USD,5,333,28,9,447.99,319.99,128.00
SO4948,"Friday, February 21, 2020",Wholesale,USD,4,135,1,2,367.15,262.25,104.90
SO4949,"Tuesday, January 14, 2020",In-Store,USD,3,59,9,1,426.16,304.40,121.76
SO4950,"Saturday, May 16, 2020",In-Store,USD,13,72,13,1,267.34,190.96,76.38
SO4951,"Thursday, March 12, 2020",Wholesale,USD,20,9,19,1,282.15,201.54,80.61
SO4952,"Friday, January 24, 2020",In-Store,USD,26,67,14,9,338.84,242.03,96.81
SO4953,"Wednesday, March 25, 2020",Wholesale,USD,25,168,25,6,209.84,149.89,59.95
SO4954,"Saturday, May 23, 2020",Distributor,USD,6,121,4,3,442.33,315.95,126.38
SO4955,"Saturday, February 1, 2020",Online,USD,5,295,38,9,302.34,215.96,86.38
SO4956,"Wednesday, April 1, 2020",Wholesale,USD,13,201,37,3,271.06,193.61,77.45
SO4957,"Monday, March 23, 2020",Online,USD,17,183,3,2,560.08,400.06,160.02
SO4958,"Sunday, February 9, 2020",Online,USD,19,16,28,7,579.15,413.68,165.47
SO4959,"Saturday, April 11, 2020",Online,USD,8,146,8,8,462.47,330.34,132.14
SO4960,"Saturday, February 1, 2020",In-Store,USD,17,302,14,6,208.12,148.66,59.46
SO4961,"Wednesday, January 1, 2020",Distributor,USD,24,280,2,1,623.78,445.55,178.22
SO4962,"Thursday, February 13, 2020",Wholesale,USD,3,80,20,5,387.70,276.93,110.77
SO4963,"Monday, April 6, 2020",In-Store,USD,20,80,34,9,161.16,115.12,46.05
SO4964,"Tuesday, March 10, 2020",Distributor,USD,12,211,43,5,357.25,255.18,102.07
SO4965,"Wednesday, January 8, 2020",Distributor,USD,6,47,33,9,562.04,401.46,160.58
SO4966,"Saturday, May 30, 2020",Online,USD,8,197,4,2,543.20,388.00,155.20
SO4967,"Tuesday, February 4, 2020",Online,USD,3,102,42,2,410.10,292.93,117.17
SO4968,"Saturday, May 2, 2020",Online,USD,26,211,4,1,595.44,425.31,170.13
SO4969,"Saturday, May 16, 2020",Distributor,USD,22,300,15,8,524.73,374.81,149.92
SO4970,"Wednesday, January 8, 2020",Online,USD,22,231,9,3,251.60,179.71,71.88
SO4971,"Saturday, March 14, 2020",In-Store,USD,13,281,46,8,616.70,440.50,176.20
SO4972,"Wednesday, May 20, 2020",Online,USD,21,32,40,1,602.49,430.35,172.14
SO4973,"Friday, January 10, 2020",Online,USD,23,228,13,8,251.24,179.46,71.78
SO4974,"Tuesday, February 4, 2020",Wholesale,USD,18,166,38,1,451.32,322.37,128.95
SO4975,"Sunday, February 2, 2020",In-Store,USD,10,316,39,5,502.00,358.57,143.43
SO4976,"Saturday, February 8, 2020",In-Store,USD,5,135,17,7,620.38,443.13,177.25
SO4977,"Tuesday, May 5, 2020",Wholesale,USD,23,121,31,3,299.47,213.91,85.56
SO4978,"Saturday, May 30, 2020",Distributor,USD,13,343,5,8,627.23,448.02,179.21
SO4979,"Sunday, January 5, 2020",In-Store,USD,19,305,3,1,640.79,457.70,183.08
SO4980,"Sunday, April 19, 2020",In-Store,USD,3,159,34,10,333.80,238.43,95.37
SO4981,"Tuesday, May 19, 2020",Wholesale,USD,12,164,38,5,394.12,281.51,112.61
SO4982,"Sunday, March 8, 2020",Wholesale,USD,19,323,10,10,258.76,184.83,73.93
SO4983,"Saturday, April 18, 2020",Distributor,USD,6,128,12,1,621.98,444.27,177.71
SO4984,"Saturday, May 2, 2020",In-Store,USD,7,31,41,1,381.03,272.17,108.87
SO4985,"Tuesday, March 17, 2020",Online,USD,8,54,21,6,405.20,289.43,115.77
SO4986,"Thursday, March 5, 2020",Distributor,USD,18,32,19,4,393.47,281.05,112.42
SO4987,"Wednesday, April 29, 2020",Wholesale,USD,26,25,31,4,340.32,243.08,97.23
SO4988,"Sunday, April 26, 2020",In-Store,USD,4,58,44,5,482.98,344.98,137.99
SO4989,"Sunday, February 23, 2020",Distributor,USD,9,171,33,10,449.79,321.28,128.51
SO4990,"Friday, May 22, 2020",Online,USD,26,276,23,5,335.64,239.74,95.90
SO4991,"Tuesday, February 18, 2020",Online,USD,9,170,44,9,411.17,293.70,117.48
SO4992,"Monday, January 27, 2020",Wholesale,USD,19,22,34,3,202.52,144.65,57.86
SO4993,"Sunday, February 16, 2020",In-Store,USD,3,280,35,5,618.08,441.48,176.59
SO4994,"Saturday, April 25, 2020",In-Store,USD,4,40,21,9,472.32,337.37,134.95
SO4995,"Tuesday, January 7, 2020",In-Store,USD,19,327,12,5,205.77,146.98,58.79
SO4996,"Tuesday, April 14, 2020",Wholesale,USD,7,188,24,3,330.08,235.77,94.31
